title,prompt_type,prompt,version,output,output_text,Yes_probs,No_probs,A_probs,B_probs
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how the word ""heating installation "" would be understood by ordinary speakers of English, Is Mariam covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

## Step 1: Understand the definition of ""Escape of Oil""
The term ""Escape of Oil"" is defined as ""oil leaking from a fixed oil-fired heating installation."" This means that the policy covers damage caused by oil leaking from a specific type of heating system.

## Step 2: Determine if the",-0.5355318188667297,-2.348031759262085,-6.723031997680664,-8.574594497680664
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how the word ""heating installation "" would be understood by ordinary speakers of English, Is Mariam covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

## Step 1: Understand the policy definition of ""Escape of Oil""
The policy defines ""Escape of Oil"" as ""oil leaking from a fixed oil-fired heating installation."" This means that the policy is specifically designed to cover damage caused by oil leaking from a heating system.

## Step 2: Consider the",-0.5479239225387573,-2.329174041748047,-6.719799041748047,-8.555736541748047
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how the word ""sudden/unforseen "" would be understood by ordinary speakers of English, Is Carol covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes

**Explanation:**
The word ""sudden"" has a subjective meaning and does not necessarily imply that the leak occurred without warning. If Carol had been aware of the leak for some time, it would be more likely that she could have called a plumber to fix the leak. Therefore, the insurance policy should not",-0.6254728436470032,-2.2878851890563965,-6.8738226890563965,-8.951948165893555
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.
Considering just how the word ""sudden/unforseen "" would be understood by ordinary speakers of English, Is Carol covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

*   **Explanation:** The word ""sudden"" in the definition of ""Escape of Water"" implies that the damage should not be caused by something that happened suddenly and unexpectedly. In this case, the pipe burst suddenly, which would be considered a ""sudden"" event.
*   **Context:** The",-0.6581835150718689,-2.3300585746765137,-6.798808574676514,-8.869120597839355
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how the word ""sudden/unforseen "" would be understood by ordinary speakers of English, Is Carol covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

*   **Explanation**: The word ""sudden"" in the definition of ""Escape of Water"" implies that the damage should not be caused by something that happened quickly and unexpectedly. In this case, the pipe leak was not sudden, it was a slow leak that caused damage over several hours. This meets the",-0.6362354159355164,-2.340282440185547,-6.793407440185547,-8.934032440185547
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how the word ""flow of water "" would be understood by ordinary speakers of English, Is Miranda covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes

## Step 1: Understand the policy definition of ""Escape of Water""
The policy defines ""Escape of Water"" as damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source. This means the damage must be caused by a leak or burst pipe within the house.

##",-0.5180668830871582,-2.314941883087158,-7.002441883087158,-8.37744140625
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how the word ""flow of water "" would be understood by ordinary speakers of English, Is Miranda covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

## Step 1: Understand the policy definition of ""Escape of Water""
The policy defines ""Escape of Water"" as damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source. This means the damage must be caused by a leak or burst pipe within the house.

##",-0.5149909853935242,-2.358741044998169,-6.90561580657959,-8.24936580657959
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how the word ""flow of water "" would be understood by ordinary speakers of English, Is Miranda covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

## Step 1: Understand the policy definition of ""Escape of Water""
The policy defines ""Escape of Water"" as damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source. This means the damage must be caused by a leak or burst pipe within the house.

##",-0.5045932531356812,-2.3639683723449707,-6.910843372344971,-8.254592895507812
Escape of Water III,yes_or_no,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how the word ""internal source "" would be understood by ordinary speakers of English, Is Belinda covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes

*   **Pros**:
    *   Belinda's home insurance policy covers damage to buildings and contents.
    *   The policy defines ""internal source"" as a sudden, unforeseen flow of water from an internal source.
*   **Cons**:
    *",-0.5394283533096313,-2.4403622150421143,-7.080986976623535,-8.651299476623535
Escape of Water III,yes_or_no,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how the word ""internal source "" would be understood by ordinary speakers of English, Is Belinda covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

*   **Pros**:
    *   Belinda's home insurance policy covers damage to buildings and contents.
    *   The policy defines ""internal source"" as a sudden, unforeseen flow of water from an internal source.
*   **Cons**:
    *   The policy does not explicitly mention",-0.5582549571990967,-2.4176299571990967,-7.066067695617676,-8.675442695617676
Escape of Water III,yes_or_no,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how the word ""internal source "" would be understood by ordinary speakers of English, Is Belinda covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

*   **Pros**:
    *   Belinda's home insurance policy covers damage to buildings and contents.
    *   The policy defines ""internal source"" as a sudden, unforeseen flow of water from an internal source.
*   **Cons**:
",-0.5607601404190063,-2.3728981018066406,-7.036960601806641,-8.67758560180664
Fire,yes_or_no,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how the word ""naturally occuring fire"" would be understood by ordinary speakers of English, Is Fatema covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes
* If it is not obvious that the word ""naturally occurring"" is a legal term, what is Fatema's best argument for how she can apply this term to the situation? 
* Suppose Fatema is now living in an apartment that has a fireplace. How would you describe the risk of fire in",-0.4604615271091461,-2.1635866165161133,-6.968274116516113,-9.054211616516113
Fire,yes_or_no,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how the word ""naturally occuring fire"" would be understood by ordinary speakers of English, Is Fatema covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes
* If the word ""naturally occurring"" had a different meaning, and this word was understood to mean ""made up"" or ""man-made"", the answer would be: No
* If the word ""naturally occurring"" was understood to have a different meaning, then Fatema's garage being covered by",-0.4619409143924713,-2.2119410037994385,-6.938503265380859,-9.18850326538086
Fire,yes_or_no,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how the word ""naturally occuring fire"" would be understood by ordinary speakers of English, Is Fatema covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes
* If it is not obvious that the word ""naturally occurring"" is a legal term, what is Fatema's best argument for how she can apply this term to the situation? The phrase ""naturally occurring fire"" could be interpreted in a number of ways, depending on how it is used. For",-0.46441733837127686,-2.2144174575805664,-6.987854957580566,-9.089417457580566
Flood I,yes_or_no,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how the word ""outside the building"" would be understood by ordinary speakers of English, Is Charlotte covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes.
* If water leaks from inside a building, how does the insurance company determine whether a building is covered?
The answer depends on the specific insurance policy. In general, water damage that occurs inside a building is covered under the policy. This is because the ""inside"" of a building implies a limited area of the",-0.5060193538665771,-2.427894353866577,-7.006019592285156,-8.841957092285156
Flood I,yes_or_no,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how the word ""outside the building"" would be understood by ordinary speakers of English, Is Charlotte covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

## Step 1: Understand the policy definition of ""Flooding""
The policy definition of ""Flooding"" is an invasion of the property by a large volume of water caused by a sudden release from outside the buildings. This means that the insurance will cover damage caused by a sudden release of water that originates outside",-0.4960639476776123,-2.4804389476776123,-6.925751686096191,-8.738251686096191
Flood I,yes_or_no,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how the word ""outside the building"" would be understood by ordinary speakers of English, Is Charlotte covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

## Step 1: Understand the insurance definition of ""Flooding""
The insurance definition of ""Flooding"" is an invasion of the property by a large volume of water caused by a sudden release from outside the buildings. This means that the insurance will cover damage caused by water coming from outside the building, not",-0.5016113519668579,-2.3922362327575684,-7.110986232757568,-8.876611709594727
Flood II,yes_or_no,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how the word ""rapid build-up"" would be understood by ordinary speakers of English, Is Rebecca covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes

## Step 1: Understand the insurance definition of ""Flooding""
The insurance definition of ""Flooding"" is an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.

## Step 2: Analyze the situation described by Rebecca
Rebecca's situation",-0.5195966362953186,-2.238346576690674,-6.675846576690674,-8.605534553527832
Flood II,yes_or_no,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how the word ""rapid build-up"" would be understood by ordinary speakers of English, Is Rebecca covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

## Step 1: Understand the insurance definition of ""Flooding""
The insurance definition of ""Flooding"" is an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.

## Step 2: Analyze the situation described by Rebecca
Rebecca's situation",-0.4990660846233368,-2.249066114425659,-6.70219087600708,-8.686566352844238
Flood II,yes_or_no,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how the word ""rapid build-up"" would be understood by ordinary speakers of English, Is Rebecca covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

## Step 1: Understand the insurance definition of ""Flooding""
The insurance definition of ""Flooding"" is an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.

## Step 2: Analyze the situation described by Rebecca
Rebecca's situation",-0.5075199007987976,-2.2575199604034424,-6.765332221984863,-8.671582221984863
Garden Plants I,yes_or_no,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how the word ""political disturbance "" would be understood by ordinary speakers of English, Is Genie covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes.
* If the word "" political disturbance"" would be interpreted as meaning ""industrial or labor movement"" then the answer would be No.",-0.570116400718689,-2.310436964035034,-6.951062202453613,-8.701062202453613
Garden Plants I,yes_or_no,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how the word ""political disturbance "" would be understood by ordinary speakers of English, Is Genie covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes.
* If the word "" political disturbance"" would be interpreted in a literal or verbal sense, then Genie would not be covered by the insurance. (In this case, the strikers' picketing is not considered to be a civil comm",-0.5697253942489624,-2.444725513458252,-7.265038013458252,-8.811912536621094
Garden Plants I,yes_or_no,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how the word ""political disturbance "" would be understood by ordinary speakers of English, Is Genie covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes.
* If the word "" political disturbance"" would be interpreted literally in the common sense, the answer to the question is: Yes, Genie is covered. The term "" political disturbance"" would be taken literally if the insurance policy was intended to cover",-0.5484187602996826,-2.3710293769836426,-7.074154376983643,-8.816341400146484
Garden Plants II,yes_or_no,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures her neighbor's dog trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how the word ""malicous people or vandals "" would be understood by ordinary speakers of English, Is Margot covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes

## Step 1: Understand the policy definition of ""malicious people or vandals""
The policy definition of ""malicious people or vandals"" refers to individuals who intentionally cause harm or damage to the home and its contents.

## Step 2: Apply the definition to the scenario
In the",-0.6448322534561157,-2.301082134246826,-6.676082134246826,-8.488582611083984
Garden Plants II,yes_or_no,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures masked individuals trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how the word ""malicous people or vandals "" would be understood by ordinary speakers of English, Is Margot covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

## Step 1: Understand the definition of ""malicious people or vandals"" in the context of the insurance policy.
The insurance policy defines ""malicious people or vandals"" as individuals who cause damage to plants, bushes, shrubs, and trees within the boundaries of the land belonging to",-0.6677224040031433,-2.245847463607788,-6.542722225189209,-8.417722702026367
Garden Plants II,yes_or_no,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures a neighbor's middle school-aged children trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how the word ""malicous people or vandals "" would be understood by ordinary speakers of English, Is Margot covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

## Step 1: Understand the policy definition of ""malicious people or vandals""
The policy definition of ""malicious people or vandals"" refers to individuals who intentionally cause harm or damage to the home and its contents.

## Step 2: Apply the definition to the scenario
In the",-0.6369949579238892,-2.3244948387145996,-6.6291823387146,-8.472932815551758
