title,prompt_type,prompt,version,output,output_text,Yes_probs,No_probs,A_probs,B_probs
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how the word ""sudden/unforseen "" would be understood by ordinary speakers of English, Is Carol covered by the insurance?? Yes or No? Final answer is:",controversial,No," No!
Carol's house is still standing and completely intact, except for the wall, which has been completely drained of water. However, Carol's insurance company is asking Carol to pay for repairs to the wall from the roof of the house. Carol is not very pleased about this, and has told them that her",-1.2811912298202515,-1.8358787298202515,-6.089785099029541,-7.734316349029541
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how the word ""flow of water "" would be understood by ordinary speakers of English, Is Miranda covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,No," No!
From the insurance company's website:
""The policy covers damage to your home caused by the flow of water as a result of a broken pipe or a faulty appliance. In the case of damage to a structure, it also covers damage to your home caused by the flow of water. Damage to a structure",-1.1795971393585205,-1.6639721393585205,-6.441315650939941,-7.654206275939941
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how the word ""flow of water "" would be understood by ordinary speakers of English, Is Miranda covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,No," No!
From the insurance company's website:
""The policy covers damage to your home caused by the flow of water as a result of an accident, natural disaster or act of nature, such as a natural disaster or flood. You must be notified and be able to prove that the flood damaged your home. In",-1.191805362701416,-1.6406323909759521,-6.429695129394531,-7.646492004394531
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how the word ""flow of water "" would be understood by ordinary speakers of English, Is Miranda covered by the insurance?? Yes or No? Final answer is:",controversial,No," No!
From the insurance company's website:
""The policy covers the initial damage, but does not cover subsequent damage to the building. Additionally, there is no coverage for water damage to the premises, such as leaking roof or plumbing systems. No coverage is available for damage to personal property. Damage to personal property",-1.192914605140686,-1.638227105140686,-6.4311957359313965,-7.6499457359313965
Escape of Water III,yes_or_no,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how the word ""internal source "" would be understood by ordinary speakers of English, Is Belinda covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,No," No!
Belinda's house is still standing and the paint on the bathtub has not been restored. The only thing preventing the house from being reclaimed is the cost of removing the paint, repairs to the broken tub and restoring the bathtub to its original condition.
Belinda's insurance company, after hearing her",-1.298475742340088,-1.751600742340088,-6.493788242340088,-6.919569492340088
Escape of Water III,yes_or_no,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how the word ""internal source "" would be understood by ordinary speakers of English, Is Belinda covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,No," No!
Belinda's house is located in the middle of a grassy plain, surrounded by a wall of prairie grass. The house and surrounding prairie is surrounded by a barrier of low-growing grasses called ""tundra"". The grasses are mostly native to the northernmost parts of the USA",-1.2607839107513428,-1.7607839107513428,-6.479534149169922,-6.928752899169922
Escape of Water III,yes_or_no,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how the word ""internal source "" would be understood by ordinary speakers of English, Is Belinda covered by the insurance?? Yes or No? Final answer is:",controversial,No," No!
Belinda's house is still standing and the damage was not caused by her skunk spraying the house. (Belinda's house and the tomato juice is a bit of a stretch, however, because it has no exterior plumbing and the skunk sprayed her bathroom door and her bathtub, but not her",-1.2896950244903564,-1.7818825244903564,-6.469382286071777,-6.883444786071777
Fire,yes_or_no,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how the word ""naturally occuring fire"" would be understood by ordinary speakers of English, Is Fatema covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,No," No!
From the insurance company's perspective, the explosion in Fatema's garage could have occurred without the help of the gas grill, but this would be a crime (and a premeditated one, at that). The insurance company's position is that Fatema was ""negligent"" in leaving her gas",-1.3857767581939697,-2.0732767581939697,-6.389682769775391,-7.491245269775391
Fire,yes_or_no,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how the word ""naturally occuring fire"" would be understood by ordinary speakers of English, Is Fatema covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,No," No!
From the insurance company's perspective, the fire in Fatema's garage could have occurred without the help of the gas grill, but this would be a claim that Fatema had already incurred. Fatema's insurance company is not obligated to cover fires caused by ""natural"" phenomena, such as a fire in",-1.3868083953857422,-2.066495895385742,-6.367277145385742,-7.435636520385742
Fire,yes_or_no,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how the word ""naturally occuring fire"" would be understood by ordinary speakers of English, Is Fatema covered by the insurance?? Yes or No? Final answer is:",controversial,No," No!
From the insurance company's perspective, the explosion in Fatema's garage could have occurred without the help of the embers, and Fatema's insurance is therefore in the clear. 
We have a few issues with the insurance company's justification for blaming Fatema. 
(1) The insurance",-1.4126687049865723,-2.0454812049865723,-6.389231204986572,-7.438059329986572
Flood I,yes_or_no,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how the word ""outside the building"" would be understood by ordinary speakers of English, Is Charlotte covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,No," No!
Charlotte's insurance pays out a claim for $1,000,000, which is the cost of the entire flood, but this is not what is charged in the insurance policy. The actual cost of the flood is $100,000, and this was the initial claim that Charlotte filed. Her insurance",-1.5175211429595947,-1.5568621158599854,-6.381080627441406,-8.082252502441406
Flood I,yes_or_no,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how the word ""outside the building"" would be understood by ordinary speakers of English, Is Charlotte covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,No," No!
Charlotte's insurance pays out a claim for $1,000,000, which is the cost of the entire flood, but this is not what is charged in the insurance policy. The actual cost of the flood is $100,000, and this was the claim Charlotte has submitted to her insurance company",-1.5168818235397339,-1.5090693235397339,-6.376256942749023,-8.095006942749023
Flood I,yes_or_no,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how the word ""outside the building"" would be understood by ordinary speakers of English, Is Charlotte covered by the insurance?? Yes or No? Final answer is:",controversial,No," No!
Charlotte's insurance pays out a claim for $1,000,000, which is the cost of the entire flood, but this is not what is charged in the insurance policy. The actual cost of the flood is $100,000, and this was the claim Charlotte filed. To find out what",-1.4850614070892334,-1.5553739070892334,-6.3913116455078125,-8.098342895507812
Flood II,yes_or_no,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how the word ""rapid build-up"" would be understood by ordinary speakers of English, Is Rebecca covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,No," No!
From the insurance company's perspective, Rebecca is in an unusual situation. As you can see from the following snippet, the insurance company must be worried about not only the flood damage, but the potential financial penalty for not covering the damage.
According to the Insurance Information Network, flood insurance is typically defined as",-1.3124942779541016,-1.7656192779541016,-6.449213027954102,-8.279291152954102
Flood II,yes_or_no,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how the word ""rapid build-up"" would be understood by ordinary speakers of English, Is Rebecca covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,No," No!
From the insurance company's perspective, Rebecca is covered for the damage she has sustained. The insurance company's response to the claim is as follows: ""When flooding occurs at your residence, the homeowner is expected to maintain the premises and be responsible for damages to the building and personal property. Damage to personal property",-1.2873506546020508,-1.709377408027649,-6.525783538818359,-8.34218978881836
Flood II,yes_or_no,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how the word ""rapid build-up"" would be understood by ordinary speakers of English, Is Rebecca covered by the insurance?? Yes or No? Final answer is:",controversial,No," No!
From the insurance company's perspective, Rebecca is covered for the damage she has sustained. The insurance company says the damage will not cause any additional claims or claim adjustment, even though the flood has already taken a substantial toll on the creek.
According to the Insurance Information Network, flood insurance is typically defined as",-1.3046319484710693,-1.7577569484710693,-6.441350936889648,-8.306585311889648
Garden Plants I,yes_or_no,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how the word ""political disturbance "" would be understood by ordinary speakers of English, Is Genie covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,No," No!
From: http://www.telegraph.co.uk/news/uknews/crime/9592244/UK-parliamentary-comittee-launches-investigations-over-Giants-bargain-man-s-prescription-for-action.",-1.2381625175476074,-2.0037875175476074,-6.706912517547607,-8.273319244384766
Garden Plants I,yes_or_no,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how the word ""political disturbance "" would be understood by ordinary speakers of English, Is Genie covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,No," No!
From: The Associated Press
An Associated Press investigation found that some landowners who received claims for damaged property under the terms of a federal program for homeowners who claim damage from violent crimes had not been notified of their rights and protections.
The program, known as the No Risk, No Fee program, provides financial",-1.1992404460906982,-1.9804904460906982,-6.691428184509277,-8.207053184509277
Garden Plants I,yes_or_no,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how the word ""political disturbance "" would be understood by ordinary speakers of English, Is Genie covered by the insurance?? Yes or No? Final answer is:",controversial,No," No!
Genie's insurance company does not have the authority to deny her claim if she claims that the rioting caused her to lose her garden. As you can see from the example above, the insurance company does not have the authority to prevent Genie from losing her garden. If Genie has the right to lose her",-1.2892457246780396,-1.9285712242126465,-6.6238837242126465,-8.196149826049805
Garden Plants II,yes_or_no,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures her neighbor's dog trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how the word ""malicous people or vandals "" would be understood by ordinary speakers of English, Is Margot covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,No," No!
From the reviews of the movie:
I have been making this movie for 9 years, and it has all been ruined by the fact that there is not a single screen accurate representation of the real time from the movie of the actual fight with the dogs. This leads to the fact that most of the time",-1.0743049383163452,-1.9649299383163452,-6.773523807525635,-7.806726932525635
Garden Plants II,yes_or_no,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures masked individuals trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how the word ""malicous people or vandals "" would be understood by ordinary speakers of English, Is Margot covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,No," No!
From the reviews of the movie ""It's a Wonderful Life"" :
""It's a Wonderful Life (1939) is as much a masterwork of American screenwriting as it is of American history. Mr. Ford's meticulous attention to detail is matched by his skill in telling an impeccably realistic",-1.0833885669708252,-1.9583885669708252,-6.813857078552246,-7.823622703552246
Garden Plants II,yes_or_no,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures a neighbor's middle school-aged children trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how the word ""malicous people or vandals "" would be understood by ordinary speakers of English, Is Margot covered by the insurance?? Yes or No? Final answer is:",controversial,No," No!
From the reviews of the movie:
I have been making this movie for 9 years, and it has all been ruined by the fact that there is not a single screen accurate representation of the real time from the movie of the actual fight with the bees. This is one of the reasons I really hate watching",-1.077758550643921,-1.937133550643921,-6.7222900390625,-7.7574462890625
