title,prompt_type,prompt,version,output,output_text,cum_logprob
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how the word ""heating installation "" would be understood by ordinary speakers of English, Is Mariam covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,yes," yes!
From the blog:
Mariams home is built on a hardwood floor with no oil-fired heating. Once oil leaked, the carpet became scuffed and oil dripped onto the carpet. Mariam discovered the oil dripped into her carpet when she woke up the next morning, and she had to clean up the carpet and replace it at her expense. 
I have a similar story. I was working on my apartment when my roommate had a leak in the hallway. It turned out to be a small oil leak from a panel on the ceiling fan in the living room. But I was able to get the water out of my shower because the heater was",
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how the word ""heating installation "" would be understood by ordinary speakers of English, Is Mariam covered by the insurance?? Yes or No? Final answer is:",controversial,yes," yes!
From the reviews, it appears that the installation cost was $2,000, but Mariam claims she only paid $500. The difference? The cost of removing oil from the roof.
I'm curious as to how a fire is caused by oil leaking from a fixed oil-fired heating installation. I've had a fire in the past at a location where our roof in Canada was made from cement. In that case, however, the fire was actually caused by water seeping through the roof.
Firefighters quickly extinguished the fire, but water from the fire was leaking onto the roof.
So, I wonder, did the roof leak because of Mariam",
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how the word ""sudden/unforseen "" would be understood by ordinary speakers of English, Is Carol covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,No," No!
Carol's house is fireproof and the fire was contained to a single window on the second floor. ( A window, by the way, is not a window.) In the absence of any indications from Carol that there were other firemen present, no one else may have noticed the pipe. So Carol's policy does cover the pipe, even if she did not think there were firemen in her house. In fact, Carol might have just as well concluded that, since the same house had been fireproofed at least three times prior to her incident, there must have been some",
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.
Considering just how the word ""sudden/unforseen "" would be understood by ordinary speakers of English, Is Carol covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,No," No!
Carol's house is fireproof and the fire was caused by a common household fixture, the stove. ( A toastie on this one? The stove was also built with an internal radiator, so it has an internal fuel tank.) Carol's house is also waterproof and her home insurance is paid for in other ways.
How can Carol's insurance company be sure that the house is fireproof?
Carol's insurance company might have a problem with the fact that she's a married woman with children, but she's not a single mother, and she's in a large home with a lot of possessions. It is very unlikely that Carol's insurance company would deny",
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how the word ""sudden/unforseen "" would be understood by ordinary speakers of English, Is Carol covered by the insurance?? Yes or No? Final answer is:",controversial,No," No!
Carol's house is fireproof and the fire was contained to the attic, so although the damage to the wall will likely cause Carol to be taken out of her home for significant repairs, she doesn't want to pay the full amount for repairs to her bathroom. If her home insurance isn't covered, Carol has no choice but to pay out of pocket for the entire job.
There are two possibilities that Carol's insurance might cover:
Carol has been able to buy a new house with her own money. If this is the case, she may have the right to seek reimbursement for",
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how the word ""flow of water "" would be understood by ordinary speakers of English, Is Miranda covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,yes," yes!
Miranda's house is fireproof and completely flooded, making it hard to find a spot to live on the street. She calls this year's insurance claim a ""national disaster,"" and the insurance company awards her $7,000. Miranda's neighbor was unable to pay out of pocket. Her insurance company also had a policy that covered Miranda's house, but it could not cover the damage from the flood and the flooding had destroyed a key wall. Miranda's insurance company wrote that Miranda's home was also home to a ""holding",
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how the word ""flow of water "" would be understood by ordinary speakers of English, Is Miranda covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,yes," yes!
Miranda's house is fireproof and completely flooded, making it hard for her to evacuate the house. ( A lot of people who are worried about such things are under the impression that the standard ""ewe hahahaha!"" is acceptable.)
Miranda thought about moving out of the house. In a recent conversation, she told me, ""I really don't want to move back home. I really don't want to move. I have no future in this house. It's like a prison, you know. I have no place else to",
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how the word ""flow of water "" would be understood by ordinary speakers of English, Is Miranda covered by the insurance?? Yes or No? Final answer is:",controversial,yes," yes!
Miranda's house is fireproof and completely flooded, making it hard to find a spot to live on the street. She calls this year's insurance claim a ""national disaster,"" and the insurance company awards her $7,000.
According to her insurance policy, Miranda has another $4,000 in coverage for damage to the roof or a fender. 
Miranda's agent assures her that there's no loss due to ""natural disasters,"" but many insurance companies don't believe that. 
Miranda is glad that she has """,
Escape of Water III,yes_or_no,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how the word ""internal source "" would be understood by ordinary speakers of English, Is Belinda covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,yes," yes!
From the blog:
Although a storage unit in an apartment complex is not considered ""ground zero"" for all AIPB claims, for Belinda, the fact that the apartment's storage unit was located on the second floor means she is covered for all storage unit damage caused by the spill. Belinda's policy does cover the lost contents of her swimming pool, but Belinda's insurance does not. Because Belinda's pool was located on the",
Escape of Water III,yes_or_no,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how the word ""internal source "" would be understood by ordinary speakers of English, Is Belinda covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,yes," yes!
From the reviews of Belinda's policy:
1. Belinda's home insurance covers the expense of all her personal belongings. Belinda's house is a spacious home with 3 bedrooms and 3 bathrooms. There are many baths and closets and Belinda was able to use the kitchen and deli. In addition to Belinda's bathtub, Belinda's home has a walk-in closet. 2. Belinda had an existing policy that allowed her to insure items such as",
Escape of Water III,yes_or_no,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how the word ""internal source "" would be understood by ordinary speakers of English, Is Belinda covered by the insurance?? Yes or No? Final answer is:",controversial,yes," yes!
From the reviews of Belinda's policy:
1. Belinda's home insurance covers the expense of all her personal belongings. Belinda's house is a spacious home with 3 bedrooms and 3 bathrooms. There are many baths and fireplaces throughout the house. Belinda's home has been declared as an ""elevated fire hazard"" by a fire expert.  Belinda's insurance does not cover any personal injuries or loss due to",
Fire,yes_or_no,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how the word ""naturally occuring fire"" would be understood by ordinary speakers of English, Is Fatema covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,No," No!
From the reviews of the fire insurance and the fire extinguisher product she received, Fatema was entitled to all her insurance benefits. The difference? The fire extinguisher product did not include a clause stating that the insurance coverage would cover fire damage caused by ""natural"" fire. This kind of language would not have been included on the claim form or at the insurance company.
I have a question for you. In the ad for your home insurance company, you say that you have a ""principled, home improvement-oriented"" policy. One thing",
Fire,yes_or_no,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how the word ""naturally occuring fire"" would be understood by ordinary speakers of English, Is Fatema covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,No," No!
From the reviews of the fire insurance and the fire extinguisher product she received, Fatema was entitled to all her insurance benefits. The difference? The fire extinguisher product did not include a clause stating that the insurance coverage would cover fire damage caused by ""natural"" fire. This means that the insurance company would not pay for fire damage caused by a natural fire even if there were fire insurance policies stating that it was covered.
Read More
Is Fatema's Home Insurance Coverable by Insurance?",
Fire,yes_or_no,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how the word ""naturally occuring fire"" would be understood by ordinary speakers of English, Is Fatema covered by the insurance?? Yes or No? Final answer is:",controversial,No," No!
From the reviews of the fire insurance and the fire extinguisher product she received, Fatema was entitled to all her insurance benefits. The difference? The fire extinguisher product did not include a clause stating that the insurance company would cover fire damage caused by fire. It simply stated that the insurance company would not cover ""fire damage caused by natural or man-made fires.""
I have a question for you. In the ad for your home insurance company, did they mention that you would get covered",
Flood I,yes_or_no,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how the word ""outside the building"" would be understood by ordinary speakers of English, Is Charlotte covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,yes," yes!
From the insurance company, Charlotte had the following description of the damage she received at ""Flooding"":
The floodwater leaked through the sliding door, creating a large volume of water that was almost a foot deep at the bottom. The floor was soaked in the water, and the kitchen floor was soaked as well. The water fell on the basement's roof and walls, in many places causing damage. At least some of the damage was because of the tendency of flood water to float on the walls.
Now that you know that Charlotte has insurance that covers damage from ""Flood",
Flood I,yes_or_no,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how the word ""outside the building"" would be understood by ordinary speakers of English, Is Charlotte covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,yes," yes!
From the definitions of the terms ""suddenly"" and ""unexpected"" in ""Flooding"" ( A New World , Chapter 13 ): ""When a sudden discharge of water, sewage, or other high-pressure products brings about an invasion of a dwelling or premises by floodwaters, the term 'unexpected' means that the intrusion or release of the floodwaters could not have been anticipated by the occupants and that the interruption was unexpected. 'Sudden' includes sudden as contrasted with sudden as a result of an accident, lightning strike, earthquake, meteorological phenomenon, or",
Flood I,yes_or_no,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how the word ""outside the building"" would be understood by ordinary speakers of English, Is Charlotte covered by the insurance?? Yes or No? Final answer is:",controversial,yes," yes!
From the definitions of the terms ""suddenly"" and ""unexpected"" in ""Flooding"" ( A New World , Chapter 13 ): ""When a sudden discharge of water from a storm or from high water is interrupted by sudden elevations, sudden ground movement, or sudden increase in temperature. In other words, a sudden and unexpected change in the direction of a storm in the atmosphere or from one direction to the other.""
So, if she has been covered by the insurance, how is her home protected from flood damage? Here's what """,
Flood II,yes_or_no,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how the word ""rapid build-up"" would be understood by ordinary speakers of English, Is Rebecca covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,yes," yes!
From the definitions of flooding and ""sickness"": 
1. The act of flooding a building or structure by a sudden and unusual increase in water level in a property or area.
2. A sudden and unexpected increase in volume of water that causes significant damage to property.
3. A sudden and unexpected increase in the flow or volume of water over a period of time caused by a sudden and unusual increase in water pressure or because of a sudden decrease in water pressure.
All three of these definitions are included in the definition of """,
Flood II,yes_or_no,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how the word ""rapid build-up"" would be understood by ordinary speakers of English, Is Rebecca covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,yes," yes!
From the definitions of flooding and ""sickness"": 
1. The act of flooding a building or structure by a sudden and unusual increase in water level in a room or area.
2. A sudden and unexpected increase in volume of water that causes significant damage to a building or structure.
3. The act of flooding a building or structure by flooding it temporarily in an attempt to repair the damage and reclaim the water.
4. The act of flooding a building or structure by causing a sudden, sudden decrease in water level",
Flood II,yes_or_no,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how the word ""rapid build-up"" would be understood by ordinary speakers of English, Is Rebecca covered by the insurance?? Yes or No? Final answer is:",controversial,yes," yes!
From the definitions of flooding and ""sickness"": 
1. The act of flooding a building or structure by a sudden and unusual increase in water level in a room or area.
2. A sudden and unexpected increase in volume of water that causes significant damage to a building or structure.
3. The act of flooding a building or structure by flooding it temporarily in an attempt to repair the damage and reclaim the water.
4. The tendency or actual occurrence of a flood to cause a building or structure to flood again.
",
Garden Plants I,yes_or_no,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how the word ""political disturbance "" would be understood by ordinary speakers of English, Is Genie covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,yes," yes!
From the reviews of Genie's insurance policy:
1. The wording of Genie's policy provides coverage only for her garden, and not for her garden plants (mine are not covered by the policy, but I'm sure there's a close equivalence). This implies that her garden is not a criminal offense, like drug dealing or marijuana, or at least not as common as in many states. As for garden plants, Genie had no",
Garden Plants I,yes_or_no,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how the word ""political disturbance "" would be understood by ordinary speakers of English, Is Genie covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,yes," yes!
From the reviews of Genie's insurance policy:
Regarding the claim she received, "" The insurance agent described the claim as 'inaccurate' and not representative of how gardeners' experience was felt by gardeners of the majority ethnic group."" She had ""a dispute with the insurance company. They had other policies for cover, and they said their policies did not cover the cost of the garden plants. I was in a legal dispute with my insurance company",
Garden Plants I,yes_or_no,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how the word ""political disturbance "" would be understood by ordinary speakers of English, Is Genie covered by the insurance?? Yes or No? Final answer is:",controversial,yes," yes!
From the reviews of Genie's insurance policy:
1. The wording of Genie's policy provides coverage only for her garden, and not for her garden plants (mine are not covered by the policy, but I'm told there's no specific law preventing her from using her personal property to grow them). In other words, your insurance will cover only your garden, not your garden plants. And this is true because garden plants are not property.
2",
