title,prompt_type,prompt,version,output,output_text,Yes_probs,No_probs,A_probs,B_probs
Escape of Water III,yes_or_no,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how the word ""internal source "" would be understood by ordinary speakers of English, Is Belinda covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

The word ""internal source"" is ambiguous and has a variety of meanings. However, in the context of this insurance policy, the word ""internal source"" is most likely to be understood by ordinary speakers of English to mean a source of water that is inside the insured property. In this sense, the tub is",-0.036636918783187866,-8.536637306213379,-12.286637306213379,-17.536636352539062
Escape of Water III,yes_or_no,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how the word ""internal source "" would be understood by ordinary speakers of English, Is Belinda covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

The word ""internal source"" is ambiguous and has a variety of meanings. However, in the context of this insurance policy, the word ""internal source"" is most likely to be understood by ordinary speakers of English to mean a source of water that is inside the insured property",-0.04696432501077652,-7.546865940093994,-12.046865463256836,-17.046865463256836
Fire,yes_or_no,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how the word ""naturally occuring fire"" would be understood by ordinary speakers of English, Is Fatema covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes

The word ""naturally-occurring fire"" is often used in a way that suggests that the fire is not caused by human action. However, in this case, the fire is caused by a defect in the grill, which is a human-made device. Therefore, the fire is not naturally-occurring, and",-0.034045085310935974,-7.284045219421387,-13.034045219421387,-17.53404426574707
Fire,yes_or_no,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how the word ""naturally occuring fire"" would be understood by ordinary speakers of English, Is Fatema covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

The word ""naturally-occurring fire"" is often used in a way that suggests that the fire is not caused by human action. However, in this case, the fire is caused by the negligence of Fatema, so it would not be considered naturally-occurring. Therefore, Fatema would not be covered by",-0.028232935816049576,-6.778233051300049,-13.02823257446289,-17.52823257446289
Fire,yes_or_no,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how the word ""naturally occuring fire"" would be understood by ordinary speakers of English, Is Fatema covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

The word ""naturally-occurring fire"" is often used in a way that suggests that the fire is not caused by human action. However, in this case, the fire is caused by human action - the negligence of Fatema in leaving the grill unattended. Therefore, the fire is not naturally-occurring and",-0.0236396212130785,-6.523639678955078,-13.023639678955078,-17.523639678955078
Flood I,yes_or_no,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how the word ""outside the building"" would be understood by ordinary speakers of English, Is Charlotte covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes

The word ""outside the building"" is interpreted by ordinary speakers to mean ""not within the building itself."" Therefore, since the water damage is caused by water escaping from the waterbed within the building, it is not considered to be outside the building. As a result, Charlotte is not covered by her insurance for",-0.06640342622995377,-5.304747104644775,-11.304747581481934,-15.804747581481934
Flood I,yes_or_no,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how the word ""outside the building"" would be understood by ordinary speakers of English, Is Charlotte covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

The word ""outside the building"" is interpreted by ordinary speakers to mean ""not within the building."" Therefore, since the water seeped into her home from outside the building, Charlotte is covered by her insurance.",-0.056047409772872925,-7.556047439575195,-11.556047439575195,-16.556047439575195
Flood I,yes_or_no,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how the word ""outside the building"" would be understood by ordinary speakers of English, Is Charlotte covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

The word ""outside the building"" is interpreted by ordinary speakers to mean ""not within the building."" Therefore, since the water seeped into the basement from a rain barrel that was next to the house, the water damage was caused by an event that occurred outside the building. As a result, Charlotte is covered",-0.0387861542403698,-7.038785934448242,-12.038785934448242,-16.788785934448242
Flood II,yes_or_no,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how the word ""rapid build-up"" would be understood by ordinary speakers of English, Is Rebecca covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes

The word ""rapid build-up"" is used in a figurative sense in the insurance policy definition of ""Flooding."" The word ""rapid"" is used to convey the idea of suddenness and unexpectedness. In the context of the policy definition, the word ""rapid"" is not used to describe the gradual",-0.02587154321372509,-6.025871753692627,-12.275871276855469,-16.27587127685547
Flood II,yes_or_no,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how the word ""rapid build-up"" would be understood by ordinary speakers of English, Is Rebecca covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

The word ""rapid build-up"" is used in a figurative sense in the insurance policy definition of ""Flooding."" The term ""rapid build-up"" is not intended to describe the gradual increase in water level over time. Instead, it is intended to describe the sudden and unexpected influx of a large volume",-0.030660448595881462,-7.775576114654541,-12.775575637817383,-17.025575637817383
Flood II,yes_or_no,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how the word ""rapid build-up"" would be understood by ordinary speakers of English, Is Rebecca covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

The word ""rapid build-up"" is used in a figurative sense in the insurance policy definition of ""Flooding."" The word ""rapid"" is used to convey the idea of suddenness and unexpectedness. In the context of the policy definition, the word ""rapid"" is not used to describe the gradual",-0.027538510039448738,-6.527538299560547,-12.527538299560547,-16.277538299560547
Garden Plants I,yes_or_no,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how the word ""political disturbance "" would be understood by ordinary speakers of English, Is Genie covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes

The word ""political disturbance"" is not commonly used in the sense of ""civil commotion"" or strikes. To an ordinary speaker, the word ""political disturbance"" typically refers to events that disrupt the normal functioning of government or political processes. Therefore, in the context",-0.03461974859237671,-4.044190406799316,-12.294190406799316,-16.544189453125
Garden Plants I,yes_or_no,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how the word ""political disturbance "" would be understood by ordinary speakers of English, Is Genie covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

The word ""political disturbance"" is commonly understood to refer to events that disrupt the normal functioning of a government or state, such as riots, protests, or civil unrest. In this context, the word ""political disturbance"" does not apply to the situation described in the text",-0.036576926708221436,-5.036576747894287,-12.286577224731445,-16.786577224731445
Garden Plants I,yes_or_no,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how the word ""political disturbance "" would be understood by ordinary speakers of English, Is Genie covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

The word ""political disturbance"" is not commonly used in the sense of ""civil commotion"" or strikes. Instead, it is more commonly used in the sense of events that are caused by political instability or unrest. In this sense, the word ""political disturbance"" is not relevant",-0.029123971238732338,-4.537242412567139,-12.28724193572998,-16.537242889404297
Garden Plants II,yes_or_no,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures her neighbor's dog trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how the word ""malicous people or vandals "" would be understood by ordinary speakers of English, Is Margot covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,Yes," Yes

The word ""malicious people or vandals"" is commonly understood to refer to people who intentionally damage property with the intention of causing harm or destruction. Therefore, since the damage to the plants was caused by the neighbor's dog, which was not intentional, Margot is not covered by the insurance.",-0.08674550801515579,-7.836745738983154,-11.586745262145996,-16.586746215820312
Garden Plants II,yes_or_no,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures masked individuals trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how the word ""malicous people or vandals "" would be understood by ordinary speakers of English, Is Margot covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes

The word ""malicious people or vandals"" is commonly understood to mean people who intentionally damage property with the intent to cause harm or destruction. In this context, the damage to the plants was intentional and therefore falls within the definition of ""malicious people or vandals"" as understood by ordinary speakers of English",-0.07814276218414307,-8.578143119812012,-11.578143119812012,-16.578142166137695
Garden Plants II,yes_or_no,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures a neighbor's middle school-aged children trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how the word ""malicous people or vandals "" would be understood by ordinary speakers of English, Is Margot covered by the insurance?? Yes or No? Final answer is:",controversial,Yes," Yes

The word ""malicious people or vandals"" is commonly understood to refer to people who intentionally damage property with the intention of causing harm or destruction. Therefore, since the damage to the plants was caused by the trampling of children, which is not intentional damage, Margot is not covered by the insurance.",-0.06148682162165642,-8.061487197875977,-11.811487197875977,-16.561487197875977
